FCN,Offense,Analyst,Sufficiency,Anatomical source,AFIS system,AFIS Result,Verified by
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07001,Burglary Building Day,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07002,Burglary Building Day,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07005,Burglary Building Day,DJ,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07010,Burglary Building Day,DJ,,,,,
,,,,,,,
,,,,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07011,Burglary Building Day,DJ,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07012,Burglary Building Day,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07016,Burglary Building Day,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,Cassaundra,,,,,
FCN: 2016-07018,Burglary Building Day,Jeniffer,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07019,Burglary Building Day,Jeniffer,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2016-07035,Burglary Building Night,Brenda,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07040,Burglary Building Night,Brenda,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2016-07042,Burglary Building Night,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07044,Burglary Building Night,Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07050,Burglary Building Night,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07051,Burglary Building Night,David,NV,,,,
,,,AQ,FP,MorphoTrack,,
FCN: 2016-07054,Burglary Building Night,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,Not Entered,,
FCN: 2016-07055,Burglary Building Night,David,NV,,,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,Not Entered,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07056,Burglary Building Night,Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,Jeniffer,,,,,
FCN: 2016-07057,Burglary Building Night,Jeniffer,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07063,Burglary Building Night,Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07064,Burglary Building Night,Jeniffer,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
FCN: 2016-07072,Burglary Building Night,Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NAQ,PP,,,
,,,NV,,,,
,,,NV,,,,
,,Jeniffer,,,,,
FCN: 2016-07247,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07250,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,Stacie,AQ,FP,MorphoTrack,PAA,
FCN: 2016-07257,Burglary Building Night,Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,Jeniffer,,,,,
FCN: 2016-07258,Burglary Building Night,Becky,AQ,JNT,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07267,Burglary Building Night,Becky,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07270,Burglary Building Night,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07271,Burglary Building Night,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07272,Burglary Building Night,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,Becky,,,,,
FCN: 2016-07300,Burglary Building Night,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NAQ,,,,
FCN: 2016-07301,Burglary Building Night,Vickie,NV,,,,
FCN: 2016-07316,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,Stacie,,,,,
FCN: 2016-07318,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,Stacie,,,,,
FCN: 2016-07319,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07321,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07341,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07344,Burglary Building Night,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07345,Burglary Building Night,Stacie,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2016-07347,Burglary Building Night,Stacie,NAQ,FP,,,
,,,NV,,,,
FCN: 2016-07373,Burglary Building Time Unknown,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07404,Burglary Building Time Unknown,Vickie,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2016-07826,Burglary Building Time Unknown,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,Vickie,,,,,
FCN: 2016-07828,Burglary Building Time Unknown,Adam,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07829,Burglary Building Time Unknown,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07830,Burglary Building Time Unknown,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07831,Burglary Building Time Unknown,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2016-07832,Burglary Building Time Unknown,Adam,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07833,Burglary Building Time Unknown,Gail,,IMP,MorphoTrack,No Hit,
FCN: 2016-07835,Burglary Building Time Unknown,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2016-07836,Burglary Building Time Unknown,Becky,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07837,Burglary Building Time Unknown,Becky,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2016-07838,Burglary Building Time Unknown,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2016-07840,Burglary Building Time Unknown,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2016-07841,Burglary Building Time Unknown,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07842,Burglary Building Time Unknown,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2016-07843,Burglary Building Time Unknown,Becky,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2016-07845,Burglary Building Time Unknown,Becky,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07847,Burglary Building Time Unknown,Becky,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NRD,,,,
FCN: 2016-07848,Burglary Building Time Unknown,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-07851,Burglary Building Time Unknown,Vickie,NV,,,,
,,,NAQ,PP,,,
FCN: 2016-07852,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07853,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07854,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2016-07855,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2016-07856,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,Gail,,,,,
FCN: 2016-07858,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-07859,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-07860,Burglary Building Time Unknown,Gail,NV,,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
FCN: 2016-07861,Burglary Building Time Unknown,Gail,,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08628,Burglary Habitation Night,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08629,Burglary Habitation Night,Becky,AQ,FP,MorphoTrack,Reverse,
,,Becky,,,,,
FCN: 2016-08668,Robbery Miscellaneous,Becky,AQ,FP,MorphoTrack,Reverse,
FCN: 2016-08751,Investigation - Burglary/Theft Propr,Cassaundra,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08753,Investigation - Burglary/Theft Propr,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-08754,Investigation - Burglary/Theft Propr,Cassaundra,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2016-08758,Investigation - Burglary/Theft Propr,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-08765,Investigation - Burglary/Theft Propr,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08768,Investigation - Burglary/Theft Propr,Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-08770,Investigation - Burglary/Theft Propr,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-08772,Investigation - Burglary/Theft Propr,Vickie,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2016-08774,Investigation - Burglary and Theft (B&T),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2016-08776,Investigation - Burglary and Theft (B&T),Gail,NV,,,,
FCN: 2016-08779,Investigation - Burglary and Theft (B&T),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08780,Investigation - Burglary and Theft (B&T),Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08785,Investigation - Burglary and Theft (B&T),Maranda,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NAQ,FP,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-08790,Investigation - Burglary and Theft (B&T),Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08792,Investigation - Burglary and Theft (B&T),Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2016-08796,Investigation - Burglary and Theft (B&T),Brenda,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,Brenda,,,,,
FCN: 2016-08798,Investigation - Burglary and Theft (B&T),Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08801,Investigation - Burglary and Theft (B&T),Brenda,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08803,Investigation - Burglary and Theft (B&T),Brenda,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-08820,Burglary Habitation Night,DJ,,,,,
FCN: 2016-08940,Burglary Habitation Night,David,,,,,
FCN: 2016-09003,Robbery Miscellaneous,Becky,,,,,
FCN: 2016-09046,Burglary Habitation Night,DJ,,,,,
FCN: 2016-09061,Burglary Habitation Night,Jeniffer,,,,,
FCN: 2016-09101,Robbery Miscellaneous,Adam,,,,,
FCN: 2016-09183,Robbery Miscellaneous,Becky,AQ,PP,NGI,Reverse,
FCN: 2016-09200,Burglary Habitation Night,Adam,,,,,
FCN: 2016-09245,Burglary Habitation Night,Gail,,,,,
FCN: 2016-09259,Burglary Habitation Night,Maranda,,,,,
FCN: 2016-09267,Burglary Habitation Night,Rodney,,,,,
FCN: 2016-09382,Robbery Miscellaneous,Brenda,AQ,PP,NGI,Reverse,
FCN: 2016-09538,Burglary Habitation Night,Brenda,,,,,
FCN: 2016-09572,Burglary Habitation Night,Maranda,,,,,
FCN: 2016-09583,Burglary Habitation Night,Becky,,,,,
FCN: 2016-09640,Burglary Habitation Night,Adam,,,,,
FCN: 2016-09690,Burglary Building Day,David,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2016-09732,Robbery Miscellaneous,Brenda,AQ,FP,NGI,Reverse,
FCN: 2016-09915,Burglary Building Time Unknown,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-09926,Investigation - Burglary and Theft (B&T),Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-09973,Burglary Building Night,David,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-10061,Burglary Building Night,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-10424,Burglary Building Time Unknown,Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2016-10604,Burglary Building Day,Starla,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2016-10617,Murder,Vickie,AQ,FP,NGI,Reverse,
FCN: 2016-10898,Burglary Building Time Unknown,Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
FCN: 2016-11088,Burglary Building Night,Starla,NV,,,,
